HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_Deck,Cabin_Number,Cabin_Side,Total Expenditure
0,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,1,6,562,0,0.0
1,0,2,40.0,0,6.651571873589727,8.224163512637862,3.784189633918261,2.3978952727983707,0.0,1,1,216,0,8.424200324567073
0,0,2,19.0,0,4.74493212836325,1.3862943611198906,6.434546518787453,0.0,0.0,0,5,1223,1,6.606650186198215
0,1,2,41.0,0,0.0,0.0,0.0,0.0,0.0,1,6,657,0,0.0
2,1,2,54.0,0,0.0,0.0,0.0,0.0,0.0,1,5,821,1,0.0
2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1476,1,0.0
2,0,2,20.0,0,7.249215057114389,0.0,0.0,2.4849066497880004,0.0,0,5,41,1,7.257002707092073
0,0,0,23.0,0,3.4011973816621555,3.5553480614894135,0.6931471805599453,7.951207156472972,0.0,0,5,516,1,7.97349996402463
2,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1259,0,0.0
1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,309,1,0.0
1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,1,1,221,1,0.0
0,0,2,49.0,0,3.044522437723423,0.0,0.0,6.646390514847729,0.0,0,4,381,1,6.672032945461067
0,2,2,36.0,0,0.0,8.010359588919783,0.0,0.0,4.59511985013459,1,5,82,1,8.04237800517328
2,0,0,19.0,0,7.077498053569231,4.48863636973214,0.0,0.0,5.814130531825066,1,5,790,1,7.382124365737512
0,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1311,0,0.0
0,0,2,6.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1351,0,0.0
2,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1146,0,0.0
0,0,0,20.0,0,0.6931471805599453,0.0,0.0,8.502485562543963,0.6931471805599453,0,6,336,1,8.502891406705377
0,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,1,6,557,0,0.0
0,0,3,37.0,0,0.0,7.221835825288449,0.0,0.0,6.8679744089702925,0,6,363,0,7.753194269884341
1,0,2,35.0,0,5.723585101952381,8.19478163844336,0.0,5.771441123130016,5.834810737062605,1,2,60,1,8.431199478249262
2,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,1,5,223,1,0.0
1,0,2,57.0,0,0.0,5.389071729816501,0.0,9.050523670522297,0.0,0,2,210,0,9.075779878580487
2,0,2,27.0,0,4.890349128221754,4.330733340286331,6.745236349484362,0.0,0.0,1,3,122,1,6.963189985870238
2,0,2,27.0,0,0.0,0.0,0.0,0.0,0.0,1,5,145,0,0.0
1,0,2,43.0,0,0.0,7.273092595999522,0.0,4.454347296253507,5.017279836814924,1,1,120,1,7.424165281042028
1,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,1,2,273,0,0.0
0,0,2,46.0,0,2.1972245773362196,6.481577129276431,0.0,1.791759469228055,4.51085950651685,0,6,300,1,6.628041376179533
0,0,2,33.0,0,0.0,6.638567789166521,2.1972245773362196,1.0986122886681096,3.4339872044851463,0,5,346,1,6.6895992691789665
0,0,0,24.0,0,0.0,4.07753744390572,6.428105272684596,0.0,3.7376696182833684,0,5,1334,1,6.576469569048224
0,0,2,14.0,0,3.4339872044851463,6.630683385642372,4.7535901911063645,0.0,0.0,1,5,1164,0,6.805722553416985
0,0,1,55.0,0,0.0,7.093404625868766,0.0,0.0,6.102558594613569,0,4,239,0,7.408530566894626
1,0,0,33.0,0,0.0,3.295836866004329,0.6931471805599453,3.5263605246161616,7.799753318287247,0,3,57,1,7.824046010856292
1,1,0,53.0,0,0.0,0.0,0.0,0.0,0.0,1,2,110,0,0.0
1,0,2,40.0,0,0.0,6.317164686747284,2.3978952727983707,7.933079771880415,3.970291913552122,0,1,199,1,8.132412674500905
2,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,1,5,472,0,0.0
0,0,2,35.0,0,5.313205979041787,7.177782416195197,4.110873864173311,0.0,0.0,1,5,1008,1,7.360103972989152
0,0,0,33.0,0,0.0,3.9889840465642745,6.423246963533519,2.302585092994046,0.0,1,5,1614,0,6.519147287940395
2,1,0,3.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1005,0,0.0
1,0,0,46.0,0,0.0,0.0,0.0,7.333023014386481,8.029432840581244,0,0,39,1,8.433594167539924
1,0,0,67.0,0,4.343805421853684,2.833213344056216,0.0,7.717796211013582,7.062191632286556,0,2,24,0,8.16223106548118
0,2,2,42.0,0,3.6375861597263857,7.421177528595393,0.0,0.0,0.0,1,6,315,1,7.443078374348515
1,0,2,43.0,0,0.0,7.5745584842024805,0.0,0.0,7.409741954080923,1,1,168,1,8.188411308079031
0,0,0,19.0,0,0.0,5.820082930352362,6.2324480165505225,0.6931471805599453,0.0,1,6,573,1,6.740519359606223
0,0,2,52.0,0,5.66988092298052,5.713732805509369,0.0,4.727387818712341,0.0,0,5,1615,1,6.556778356158042
2,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,1,5,709,0,0.0
0,0,2,4.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1402,0,0.0
1,0,0,33.0,0,8.611411866655219,9.148677711584076,3.1780538303479458,8.01102337918644,5.717027701406222,0,1,136,0,9.811043262144848
0,1,2,7.0,0,0.0,0.0,0.0,0.0,0.0,1,6,970,1,0.0
0,1,2,51.0,0,0.0,0.0,0.0,0.0,0.0,0,6,532,0,0.0
0,0,2,32.0,0,8.0507033814703,1.0986122886681096,0.0,0.0,0.0,0,5,1397,0,8.051340933292979
0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,6,86,1,0.0
0,1,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,6,936,1,0.0
0,0,1,25.0,0,2.772588722239781,1.3862943611198906,0.0,6.455198563340122,0.0,0,5,1557,0,6.483107351457199
0,0,0,22.0,0,0.0,6.726233402358747,5.945420608606575,0.0,2.5649493574615367,1,5,1280,1,7.112327444710911
0,0,2,26.0,0,0.0,6.274762021241939,1.0986122886681096,2.302585092994046,6.0014148779611505,0,5,143,0,6.851184927493743
1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,107,0,0.0
0,0,2,19.0,0,4.51085950651685,0.0,0.0,4.31748811353631,6.39024066706535,0,5,701,0,6.633318433280377
0,0,2,38.0,0,4.7535901911063645,4.836281906951478,0.0,5.313205979041787,0.0,1,6,1073,1,6.093569770045136
0,0,2,10.0,0,0.0,0.0,0.0,0.0,0.0,0,6,974,0,0.0
2,0,2,49.0,0,7.393263094763838,0.0,4.23410650459726,0.0,0.0,0,5,412,1,7.4342573821331355
0,0,1,52.0,0,0.0,6.481577129276431,2.302585092994046,0.0,0.0,0,5,1328,0,6.495265555937008
0,0,2,27.0,0,0.0,0.0,6.928537818164665,0.0,0.0,1,6,649,0,6.928537818164665
0,0,0,27.0,0,0.0,0.0,0.0,6.530877627725885,3.091042453358316,0,6,51,1,6.561030665896573
0,0,2,31.0,0,5.68697535633982,6.175867270105761,3.4657359027997265,1.3862943611198906,0.0,1,6,1040,1,6.695798917058491
1,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,1,2,87,0,0.0
0,0,2,17.0,0,0.0,6.07073772800249,0.0,8.007700012884026,0.0,0,5,690,1,8.142063283104147
1,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,251,0,0.0
0,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,1,6,943,1,0.0
0,0,0,36.0,0,0.0,6.698268054115413,0.0,0.0,0.0,0,6,387,1,6.698268054115413
0,0,2,37.0,0,2.9444389791664403,5.476463551931511,0.0,6.270988431858299,0.0,0,6,1088,0,6.665683717782408
0,0,0,22.0,0,0.0,6.234410725718371,1.0986122886681096,2.1972245773362196,4.31748811353631,1,5,900,1,6.386879319362645
2,2,0,46.0,0,6.9874902470009905,4.394449154672439,7.071573364211532,0.0,5.780743515792329,0,5,1026,1,7.887208585813932
0,0,2,35.0,0,0.6931471805599453,0.0,0.0,0.0,6.6895992691789665,0,5,1737,1,6.690842277418564
0,0,2,24.0,0,6.54965074223381,0.0,3.9512437185814275,1.0986122886681096,1.6094379124341003,1,5,917,0,6.628041376179533
0,1,2,60.0,0,0.0,0.0,0.0,0.0,0.0,1,6,671,1,0.0
1,0,2,30.0,0,0.0,6.634633357861686,5.459585514144159,7.923710333969238,4.406719247264253,0,1,39,1,8.252446090246952
1,0,2,29.0,1,0.0,6.825460036255307,0.0,7.627057417018934,8.212839584676484,0,1,186,1,8.803874763534434
0,1,2,7.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1341,0,0.0
0,0,1,41.0,0,0.0,0.0,6.5337888379333435,0.0,4.189654742026425,1,6,949,0,6.6240652277998935
2,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1518,0,0.0
0,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,0,6,817,0,0.0
2,0,2,35.0,0,7.034387929915503,4.736198448394496,3.970291913552122,0.0,0.0,0,4,25,0,7.170119543449628
0,0,2,31.0,0,0.0,5.497168225293202,0.0,0.0,0.0,0,4,427,1,5.497168225293202
3,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1,6,751,1,0.0
0,0,2,26.0,0,0.0,0.0,6.519147287940395,0.6931471805599453,4.6913478822291435,0,6,1120,0,6.668228248417403
0,0,2,32.0,0,0.0,2.302585092994046,2.4849066497880004,6.665683717782408,4.1588830833596715,0,5,525,1,6.7661917146603505
0,0,3,23.0,0,3.713572066704308,1.6094379124341003,2.302585092994046,5.765191102784844,7.254177846456518,0,6,1237,0,7.487173694213739
0,0,1,24.0,0,5.043425116919247,2.0794415416798357,5.488937726156687,5.365976015021851,6.118097198041348,0,5,888,1,6.974478911025045
0,0,0,16.0,0,3.784189633918261,1.3862943611198906,6.621405651764134,0.0,0.0,1,5,1322,1,6.680854678790215
0,0,2,23.0,0,2.302585092994046,1.0986122886681096,0.6931471805599453,0.0,6.590301048196686,0,5,1771,1,6.606650186198215
0,2,2,32.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1461,1,0.0
0,2,2,20.0,0,0.0,0.0,0.0,0.0,0.0,1,6,710,0,0.0
0,1,2,51.0,0,0.0,0.0,0.0,0.0,0.0,0,6,219,1,0.0
0,0,2,24.0,0,0.0,0.0,6.577861357721047,0.0,0.0,0,5,182,1,6.577861357721047
0,0,2,27.0,0,1.9459101490553132,0.0,0.0,6.68586094706836,1.3862943611198906,0,6,1471,1,6.697034247666484
0,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,0,6,547,0,0.0
0,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1,6,985,0,0.0
0,1,1,43.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1355,1,0.0
2,0,0,31.0,0,6.97166860472579,2.639057329615259,5.017279836814924,3.6109179126442243,0.0,0,3,106,0,7.142827401161621
0,0,2,20.0,0,6.633318433280377,0.0,4.672828834461906,5.313205979041787,0.0,0,5,210,0,6.97354301952014
0,0,2,63.0,0,0.0,5.37989735354046,0.0,6.38856140554563,0.0,0,6,243,0,6.698268054115413
0,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,6,22,1,0.0
1,0,0,55.0,0,4.736198448394496,7.821242083523558,3.7376696182833684,0.0,7.773594467360194,0,0,6,1,8.521782643750045
2,0,2,19.0,0,5.10594547390058,0.0,6.664409020350408,0.0,0.0,0,4,49,1,6.854354502255021
0,1,2,3.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1368,0,0.0
0,0,1,31.0,0,0.0,6.4425401664681985,0.6931471805599453,0.0,2.639057329615259,0,5,717,0,6.464588303689961
1,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,1,2,198,0,0.0
0,2,0,44.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1025,1,0.0
1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,94,0,0.0
1,0,2,16.0,0,0.0,3.828641396489095,1.0986122886681096,8.55333223803211,5.14166355650266,0,1,22,0,8.594339400592892
1,1,2,70.0,0,0.0,0.0,0.0,0.0,0.0,1,5,82,1,0.0
1,0,2,41.0,0,0.0,8.076204527239026,0.0,6.073044534100405,6.249975242259483,0,3,238,1,8.334951631422454
2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,0,4,544,0,0.0
2,0,2,20.0,0,6.29156913955832,7.146772179452637,3.6635616461296463,0.0,0.0,1,5,299,0,7.52131798019924
0,0,2,29.0,0,0.0,3.4965075614664802,0.0,8.415824697027949,0.0,0,4,340,1,8.422882511944996
0,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1270,1,0.0
1,1,2,37.0,0,0.0,0.0,0.0,0.0,0.0,1,1,53,0,0.0
0,0,2,18.0,0,3.1354942159291497,0.0,6.525029657843462,0.0,0.6931471805599453,1,6,1334,0,6.558197802812269
0,0,1,30.0,0,6.373319789577012,2.639057329615259,4.812184355372417,3.713572066704308,4.663439094112067,1,4,78,0,6.763884908562435
2,0,1,43.0,0,6.706862336602747,0.0,6.42648845745769,0.0,0.0,0,5,1145,0,7.268920128193722
0,0,2,56.0,0,0.0,6.659293919683638,2.5649493574615367,1.3862943611198906,3.58351893845611,0,5,893,0,6.721425700790643
1,0,2,37.0,0,0.0,8.189799618728228,3.5263605246161616,8.8698199525084,0.6931471805599453,0,1,175,1,9.282754052485227
1,0,2,23.0,0,1.0986122886681096,8.817149624743406,0.0,3.1780538303479458,0.0,1,1,107,0,8.820847033377717
0,0,2,9.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1313,1,0.0
0,0,2,38.0,0,0.0,6.505784060128229,4.442651256490317,5.5909869805108565,0.0,0,6,705,1,6.927557906278317
0,0,1,18.0,0,5.043425116919247,3.1354942159291497,4.356708826689592,6.960347729101308,0.0,1,5,546,1,7.175489713624222
0,0,2,18.0,0,7.085901464365611,0.0,5.062595033026967,1.9459101490553132,0.0,0,5,60,1,7.213768308118642
0,0,2,38.0,0,1.9459101490553132,7.751475318021456,0.0,0.0,0.0,1,6,848,0,7.754052639035757
2,0,2,49.0,0,6.315358001522335,0.0,2.0794415416798357,0.0,5.214935757608986,0,5,1116,0,6.610696044717759
0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1028,1,0.0
0,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,6,446,0,0.0
1,0,2,48.0,0,0.0,0.0,0.0,7.955775781534187,7.2991214627108,0,2,178,0,8.373322820996535
1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,44,0,0.0
3,0,2,24.0,0,0.0,1.6094379124341003,0.0,6.508769136971682,4.736198448394496,0,4,39,1,6.669498089857879
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,283,1,0.0
0,0,1,47.0,0,5.099866427824199,1.0986122886681096,2.4849066497880004,6.386879319362645,0.0,1,6,970,1,6.646390514847729
0,0,2,20.0,0,0.0,0.0,3.9889840465642745,1.0986122886681096,6.626717749249025,0,6,921,0,6.697034247666484
0,0,3,19.0,0,1.0986122886681096,1.3862943611198906,6.111467339502679,5.3230099791384085,0.0,1,4,383,1,6.492239835020471
1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,294,1,0.0
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1,2,123,1,0.0
1,0,2,24.0,0,0.0,8.12740456269308,6.717804695023691,2.302585092994046,6.677083461247136,1,2,23,1,8.519989278718239
3,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,4,3,1,0.0
0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,1,6,120,0,0.0
1,0,2,47.0,0,0.0,9.276128112514186,0.0,5.6131281063880705,4.394449154672439,1,2,127,1,9.308646060760307
0,0,1,16.0,0,5.991464547107982,0.0,1.3862943611198906,0.0,4.927253685157205,0,6,1098,0,6.29156913955832
2,2,2,29.0,0,6.959398512133975,0.0,6.455198563340122,0.0,0.0,0,5,82,1,7.431299675155903
1,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,1,0,59,0,0.0
3,0,2,61.0,0,0.0,3.9889840465642745,6.70196036600254,1.3862943611198906,0.0,0,5,1125,0,6.76849321164863
2,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,1,5,657,0,0.0
1,2,0,26.0,0,0.6931471805599453,8.45126704130007,3.258096538021482,6.336825731146441,2.639057329615259,0,1,277,0,8.572438665642215
0,0,2,20.0,0,0.0,3.258096538021482,0.0,0.0,6.6895992691789665,1,4,297,1,6.720220155135295
2,0,2,40.0,0,6.860663671448287,0.0,5.877735781779639,0.0,0.0,0,5,1686,0,7.177782416195197
0,0,2,32.0,0,0.0,1.791759469228055,0.0,4.174387269895637,0.0,0,4,378,0,4.248495242049359
2,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1863,0,0.0
1,0,0,63.0,0,0.0,6.974478911025045,0.0,5.176149732573829,9.010547069270189,0,2,15,1,9.151969458649853
0,0,2,21.0,0,0.0,2.639057329615259,0.0,6.580639137284949,5.14166355650266,0,5,1464,0,6.806829360392176
1,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,1,235,1,0.0
1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,229,0,0.0
1,0,2,19.0,0,0.0,1.3862943611198906,0.0,6.823286122355687,7.760893195851024,0,1,321,1,8.091933455979893
1,0,0,27.0,0,1.0986122886681096,7.450660796211539,2.5649493574615367,7.026426808699636,4.812184355372417,1,2,9,1,8.000349495324684
2,0,2,24.0,0,6.0867747269123065,0.0,7.669028288589683,0.0,0.0,1,3,139,1,7.855544677915663
0,1,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,6,757,0,0.0
0,0,2,55.0,0,5.351858133476067,5.225746673713202,5.241747015059643,4.0943445622221,4.304065093204169,0,5,83,1,6.573680166960646
2,0,2,24.0,0,6.6039438246004725,3.6375861597263857,7.428333194190806,0.0,0.0,0,5,489,1,7.806696372521179
2,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,5,118,0,0.0
0,0,1,23.0,0,5.303304908059076,6.028278520230698,4.304065093204169,0.6931471805599453,0.6931471805599453,0,5,282,1,6.536691597591305
1,0,2,20.0,0,0.0,8.956737613177264,2.9444389791664403,8.502282578680484,9.448254302193842,0,4,559,0,10.14203190042636
2,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,1,5,635,1,0.0
1,1,0,33.0,1,0.0,0.0,0.0,0.0,0.0,1,3,238,1,0.0
1,0,2,31.0,2,0.0,7.592870287844818,0.0,5.153291594497779,3.970291913552122,1,2,70,1,7.699842407396986
0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,525,1,0.0
1,0,2,32.0,0,5.5134287461649825,8.445052513638554,0.0,3.8501476017100584,5.313205979041787,1,2,14,1,8.546169299652755
0,0,2,36.0,0,0.0,0.0,3.6635616461296463,2.302585092994046,6.8501261661455,0,4,29,0,6.898714534329988
1,0,0,24.0,0,0.0,5.652489180268651,0.0,8.437067146936952,6.0844994130751715,0,4,60,1,8.582418976333944
0,0,2,8.0,2,0.0,0.0,0.0,0.0,0.0,0,6,183,1,0.0
1,0,0,27.0,0,8.114025442356757,6.3784261836515865,0.0,5.159055299214529,4.276666119016055,0,0,43,1,8.336390480591552
0,1,1,64.0,0,0.0,0.0,0.0,0.0,0.0,1,6,588,0,0.0
0,0,2,18.0,0,0.0,0.0,7.269616749608169,0.0,0.0,1,6,545,1,7.269616749608169
0,1,2,52.0,0,0.0,0.0,0.0,0.0,0.0,0,6,331,0,0.0
0,0,2,41.0,0,0.6931471805599453,6.827629234502852,1.6094379124341003,4.02535169073515,2.772588722239781,0,4,41,0,6.905753276311464
0,0,2,58.0,0,0.0,5.993961427306569,0.0,6.53813982376767,6.19644412779452,1,4,142,0,7.3658128372094716
1,0,2,54.0,0,0.0,8.678801706612651,0.0,0.0,6.818924065275521,1,2,99,1,8.823353485113792
2,0,0,16.0,0,7.198931240688173,0.0,7.869019376499024,0.0,0.0,0,3,212,0,8.281977058867758
0,0,2,55.0,0,0.0,0.0,6.579251212010101,5.616771097666572,0.0,0,4,428,0,6.901737206656574
0,0,2,40.0,0,0.0,0.0,5.8944028342648505,5.60947179518496,0.0,0,5,565,0,6.453624998892692
2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,1,5,761,0,0.0
2,0,2,4.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1653,0,0.0
0,0,2,22.0,0,0.0,0.0,4.927253685157205,6.51025834052315,0.0,0,6,419,1,6.695798917058491
0,0,2,31.0,0,4.5217885770490405,6.6293632534374485,0.0,0.0,2.5649493574615367,1,4,168,0,6.756932389247553
0,0,1,27.0,0,0.0,6.406879986069314,0.0,0.0,0.0,1,5,1496,1,6.406879986069314
2,0,2,22.0,0,0.0,0.0,0.0,0.0,0.0,0,4,219,1,0.0
2,0,2,19.0,0,7.508787170634276,3.6109179126442243,4.406719247264253,0.0,0.0,0,3,228,1,7.57095858316901
0,0,2,14.0,0,0.0,0.0,6.565264970035361,5.556828061699537,1.3862943611198906,0,5,622,0,6.878326468291325
0,0,0,78.0,0,0.0,5.365976015021851,5.313205979041787,5.666426688112432,0.0,1,5,1238,1,6.556778356158042
1,1,0,44.0,0,0.0,0.0,0.0,0.0,0.0,1,1,166,0,0.0
2,1,2,5.0,0,0.0,0.0,0.0,0.0,0.0,1,5,120,0,0.0
1,0,2,25.0,0,0.0,6.911747300251674,7.396335293800808,4.304065093204169,6.618738983517219,0,4,541,1,8.147288258706624
1,0,2,30.0,0,3.9318256327243257,7.130098510125578,0.0,0.6931471805599453,6.816735880594968,1,2,55,1,7.701652362642226
0,0,3,29.0,0,1.3862943611198906,0.0,6.499787040655854,6.52795791762255,3.5553480614894135,0,5,1366,1,7.233455418621439
0,1,1,57.0,0,0.0,0.0,0.0,0.0,0.0,1,6,145,0,0.0
0,0,0,18.0,0,6.620073206530356,0.0,4.31748811353631,0.0,0.0,0,5,1154,0,6.714170529909472
1,0,2,40.0,0,6.914730892718563,0.0,0.0,5.652489180268651,5.799092654460526,1,1,63,1,7.3901814282264295
2,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1487,1,0.0
2,1,2,8.0,0,0.0,0.0,0.0,0.0,0.0,1,3,162,1,0.0
3,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,1,5,768,0,0.0
0,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1160,0,0.0
0,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,1,6,789,0,0.0
1,0,2,29.0,0,5.961005339623274,6.849066282633458,0.0,9.203114326884442,7.201916317531627,0,3,35,1,9.441293350181875
1,0,2,39.0,0,8.27563105457801,7.616283561580385,0.0,7.302496423727326,6.416732282512326,0,1,170,0,8.993551586299981
0,0,2,23.0,0,6.19644412779452,5.749392985908253,0.0,1.9459101490553132,0.0,0,6,421,1,6.697034247666484
0,0,2,31.0,0,3.4965075614664802,0.0,6.776506992372183,0.0,0.0,0,5,82,1,6.812345094177479
0,0,2,57.0,0,3.9318256327243257,7.4318919168078,0.0,0.0,4.912654885736052,1,6,28,1,7.535830462798367
2,0,2,39.0,0,5.288267030694535,0.0,7.784057002639929,0.0,0.0,1,5,1392,1,7.8628820346414905
1,0,0,37.0,0,0.0,4.61512051684126,0.0,7.246368080102461,7.288244401020124,0,5,82,1,7.994632311431825
2,1,2,22.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1007,1,0.0
1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,1,1,261,1,0.0
2,0,2,59.0,0,4.962844630259907,0.0,6.811244378601294,0.0,0.0,1,4,89,1,6.956545443151569
1,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,1,2,155,1,0.0
0,0,0,25.0,0,0.0,4.430816798843313,0.0,6.0867747269123065,0.0,0,6,657,1,6.259581464064923
1,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,1,2,200,0,0.0
1,0,0,35.0,0,4.31748811353631,8.533656917446903,0.0,6.795705775173515,7.569411792450712,1,2,122,1,8.985570498917388
0,1,2,30.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1002,0,0.0
2,0,2,32.0,0,7.869783902530146,0.0,1.0986122886681096,1.791759469228055,0.0,0,5,577,1,7.8724551500639794
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,82,1,0.0
0,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,6,636,0,0.0
2,0,2,33.0,0,7.472500744737558,4.0943445622221,1.6094379124341003,0.0,0.0,0,5,260,0,7.507690077819904
0,0,2,19.0,2,1.3862943611198906,1.9459101490553132,3.044522437723423,4.110873864173311,6.579251212010101,0,6,323,0,6.695798917058491
1,0,0,36.0,0,2.639057329615259,7.300472814267799,0.6931471805599453,7.272398392570047,7.578656850594762,0,4,310,1,8.494743062578646
0,1,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,6,551,0,0.0
2,0,2,40.0,0,7.1459844677143876,0.0,0.0,0.0,0.0,0,5,868,0,7.1459844677143876
0,1,2,14.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1228,1,0.0
2,2,2,22.0,0,5.4116460518550396,0.0,6.447305862541213,2.70805020110221,0.0,1,3,161,0,6.7661917146603505
0,1,2,7.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1498,0,0.0
0,0,0,21.0,0,6.421622267806518,3.784189633918261,0.0,0.6931471805599453,0.0,0,5,246,0,6.490723534502507
2,0,2,25.0,0,0.0,0.0,0.0,0.0,0.0,0,4,36,0,0.0
1,0,2,44.0,1,7.251344983372214,6.814542897259958,2.8903717578961645,7.2813856635702825,8.23827262463303,0,0,30,1,8.932080438103307
1,0,2,29.0,0,1.0986122886681096,6.0112671744041615,8.414052432496725,7.2682230211595655,2.302585092994046,1,2,134,1,8.757940876678804
0,0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,6,485,1,0.0
0,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,0,6,591,1,0.0
0,0,1,21.0,0,0.0,0.0,6.519147287940395,1.6094379124341003,0.0,1,4,122,0,6.525029657843462
0,0,2,48.0,0,2.5649493574615367,0.0,0.0,0.0,6.680854678790215,0,6,1077,0,6.695798917058491
0,1,1,16.0,0,0.0,0.0,0.0,0.0,0.0,1,5,82,1,0.0
0,1,2,44.0,0,0.0,0.0,0.0,0.0,0.0,1,6,312,1,0.0
0,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,1,6,811,0,0.0
2,0,2,27.0,0,6.742880635791903,0.0,1.6094379124341003,0.0,0.6931471805599453,0,4,233,0,6.748759547491679
0,0,2,42.0,0,5.159055299214529,6.487684018484611,0.0,0.0,3.1780538303479458,0,6,456,1,6.748759547491679
2,0,2,65.0,0,4.04305126783455,0.0,6.9865664594064265,3.091042453358316,0.0,0,5,1045,0,7.055312843339752
0,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1221,1,0.0
2,0,2,13.0,0,3.332204510175204,0.0,8.085486772102845,0.0,0.0,1,3,144,1,8.09376775793108
1,0,0,20.0,0,1.0986122886681096,9.22197245620589,0.0,1.0986122886681096,5.420534999272286,1,0,5,1,9.24435525056346
0,0,2,30.0,0,0.0,6.9363427358340495,0.0,4.394449154672439,0.0,0,5,1741,1,7.011213987350367
0,0,1,22.0,0,0.0,4.3694478524670215,6.466144724237619,0.0,0.0,0,5,225,0,6.580639137284949
3,0,0,25.0,0,0.0,7.423568444259167,1.3862943611198906,2.302585092994046,8.176110342237342,0,1,213,0,8.564267598802166
